Title,Genres,Release Date,Country,Movie Rating,Review Rating,Movie Run Time,Cast,Language,Budget
Yoga Hosers (2016), Comedy| Fantasy| Horror| Thriller,02/09/2016,USA,RATED,4.3,88,Lily-Rose Depp|Harley Quinn Smith|Adam Brody|Harley Morenstein|Ashley Greene|Jack Depp|Austin Butler|Tyler Posey|Jennifer Schwalbach Smith|Justin Long|Tony Hale|Natasha Lyonne|Genesis Rodriguez|Vanessa Paradis|Haley Joel Osment,English,1335
The Unspoken (2015), Horror| Thriller,28/10/2016,USA,UNRATED,4.9,91,Jodelle Ferland|Sunny Suljic|Pascale Hutton|Anthony Konechny|Jonathan Whitesell|Jake Croker|Chanelle Peloso|Rukiya Bernard|Lochlyn Munro|Michael Rogers|Neal McDonough|Cole Vigue|Jessie Fraser|Chilton Crane|Matt Bellefleur,English,1223
The Evil Within (2017), Horror,30/08/2017,Indonesia,NOT RATED,5.6,98,Frederick Koehler|Sean Patrick Flanery|Brianna Brown|Dina Meyer|Michael Berryman|Francis Guinan|Kim Darby|Tim Bagley|Greyson Turner|De Anna Joy Brooks|Robert Alvarez|David Banks|Nicole Brandon|Kevin Lee|David Michael Lewin,English,1725
The Untamed (2016), Drama| Horror| Sci-Fi| Thriller,21/07/2017,USA,NOT RATED,6.6,98,Ruth Ramos|Simone Bucio|Jesús Meza|Eden Villavicencio|Andrea Peláez|Oscar Escalante|Bernarda Trueba|Fernando Corona|Kenny Johnston,Spanish,1588
Mercy (2014), Horror| Thriller,07/10/2014,USA,RATED,5,79,Frances O'Connor|Shirley Knight|Chandler Riggs|Joel Courtney|Mark Duplass|Dylan McDermott|Amanda Walsh|Hana Hayes|Pepper Binkley|Chris Browning|Eddie Jones|Sewell Whitney|Joe Egender|Munda Razooki|Jack Carter,English,766
Visions (2015), Horror| Mystery,19/01/2016,USA,RATED,5.3,82,Isla Fisher|Anson Mount|Gillian Jacobs|Joanna Cassidy|Eva Longoria|Jim Parsons|Michael Villar|Bryce Johnson|John de Lancie|Annie Tedesco|Roberto 'Sanz' Sanchez|Jeff Branson|Christine Meier|Chloe Meier|Elizabeth Rowin,English,319
Death Note (2017), Adventure| Crime| Drama| Fantasy| Horror| Mystery| Thriller,25/08/2017,USA,RATED,4.6,101,Nat Wolff|Lakeith Stanfield|Margaret Qualley|Shea Whigham|Willem Dafoe|Jason Liles|Paul Nakauchi|Jack Ettlinger|Matthew Kevin Anderson|Chris Britton|Timothy Lambert|Kwesi Ameyaw|Justin Stone|Christian Sloan|Artin John,English,1174
Escape Room (2017), Horror,01/09/2017,Russia,RATED,4.4,86,Skeet Ulrich|Sean Young|Christine Donlon|Randy Wayne|Matt McVay|Ashley Gallegos|Hayley Goldstein|Iyad Hajjaj|Abraham Justice|Taylor Piedmonte|Hayley McLaughlin|Shelby Janes|Corbin Timbrook|John Davis Walker,Other,1576
World War Z (2013), Action| Adventure| Horror| Sci-Fi| Thriller,21/06/2013,USA,RATED,7,116,Brad Pitt|Mireille Enos|Daniella Kertesz|James Badge Dale|Ludi Boeken|Matthew Fox|Fana Mokoena|David Morse|Elyes Gabel|Peter Capaldi|Pierfrancesco Favino|Ruth Negga|Moritz Bleibtreu|Sterling Jerins|Abigail Hargrove,English,502
Leprechaun: Origins (2014), Fantasy| Horror,22/08/2014,USA,RATED,3.3,90,Dylan Postl|Stephanie Bennett|Andrew Dunbar|Melissa Roxburgh|Brendan Fletcher|Garry Chalk|Teach Grant|Bruce Blain|Mary Black|Emilie Ullerup|Adam Boys|Gary Peterman,English,777
The Forest (2016), Horror| Mystery| Thriller,08/01/2016,USA,RATED,4.8,93,Natalie Dormer|Eoin Macken|Stephanie Vogt|Osamu Tanpopo|Yasuo Tobishima|Ibuki Kaneda|Akiko Iwase|Kikuo Ichikawa|Noriko Sakura|Jozef Aoki|Yûho Yamashita|Taylor Kinney|Gen Seto|Terry Diab|Nadja Mazalica,English,1579
Bleed (2016), Horror| Thriller,01/03/2016,USA,RATED,3.6,82,Chelsey Crisp|Riley Smith|Michael Steger|Lyndon Smith|Brittany Ishibashi|Elimu Nelson|David Yow|Eric Abraham|Denny Ainsworth|Ben Amick|Brook Amos|Mark Ashworth|Sandra Bowman|Bailey Campbell|Fran Capitanelli,English,896
Lycan (2017), Horror,04/08/2017,USA,RATED,4.2,87,Vanessa Angel|Parker Croft|Rebekah Graf|Jake Lockett|Presley Melson|Gail O'Grady|Kalia Prescott|Alina Puscau|Dania Ramirez|Craig Tate,English,833
Jeepers Creepers III (2017), Horror| Mystery| Thriller,26/09/2017,USA,NOT RATED,5.7,100,Stan Shaw|Gabrielle Haugh|Brandon Smith|Meg Foster|Jordan Salloum|Chester Rushing|Ryan Moore|Michael Sirow|Joyce Giraud|Michael Papajohn|Cade Burk|Justin Dwayne Hall|Frankie Smith|Meg Wright|Carrie Lazar,English,1061
We Are Still Here (2015), Horror,08/12/2015,Netherlands,NOT RATED,5.7,84,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham|Susan Gibney|Michael Patrick Nicholson|Kelsea Dakota|Guy Gane|Elissa Dowling|Zorah Burress|Marvin Patterson|Connie Neer|Samantha Buckman|Richard Barry,English,1701
The Night Watchmen (2017), Comedy| Horror,04/03/2017,USA,RATED,5.4,80,Ken Arnold|Dan DeLuca|Kevin Jiggetts|Kara Luiz|Max Gray Wilbur|James Remar|Matt Servitto|Diona Reasonover|Rain Pryor|Tiffany Shepis|Dan Franko|Matthew Bowerman|Gary Peebles|Travis Hudson|Donald Imm,English,737
Phoenix Forgotten (2017), Horror| Mystery| Sci-Fi| Thriller,21/04/2017,USA,RATED,5.2,87,Florence Hartigan|Luke Spencer Roberts|Chelsea Lopez|Justin Matthews|Clint Jordan|Cyd Strittmatter|Jeanine Jackson|Matt Biedel|Ana Dela Cruz|Mackenzie Firgens|Jay Pirouznia|Marc Marron|Don Boyd|Don Boyd|Tony Duncan,English,235
Chernobyl Diaries (2012), Horror| Mystery| Thriller,25/05/2012,USA,RATED,5,86,Ingrid Bolsø Berdal|Dimitri Diatchenko|Olivia Taylor Dudley|Devin Kelley|Jesse McCartney|Nathan Phillips|Jonathan Sadowski|Milos Timotijevic|Milutin Milosevic|Ivan Djordjevic|Ivan Jovic|Zinaida Dedakin|Ivana Milutinovic|Alex Feldman|Kristof Konrad,English,967
Hounds of Love (2016), Crime| Drama| Horror| Mystery| Thriller,12/05/2017,USA,NOT RATED,6.6,108,Emma Booth|Ashleigh Cummings|Stephen Curry|Susie Porter|Damian de Montemas|Harrison Gilbertson|Fletcher Humphrys|Steve Turner|Holly Jones|Michael Muntz|Marko Jovanovic|Liam Graham|Lisa Bennet|Eileen Colocott|Kingsley Judd,English,1851
Ten (2017), Horror| Mystery| Thriller,16/09/2017,USA,RATED,4.5,90,Dylan Arnold|Meg Cashel|Raquel Castro|Rome Flynn|Cassidy Gifford|Katya Martín|Callan McAuliffe|China Anne McClain|Matt Mercurio|Annie Q.|Zak Steiner,English,520
It Follows (2014), Horror| Mystery,27/03/2015,USA,RATED,6.9,100,Bailey Spry|Carollette Phillips|Loren Bass|Keir Gilchrist|Maika Monroe|Lili Sepe|Charles Gertner|Debbie Williams|Olivia Luccardi|Jake Weary|Daniel Zovatto|Ruby Harris|Leisa Pulido|D.J. Oliver|Linda Boston,English,1950
The Blackcoat's Daughter (2015), Horror| Thriller,16/02/2017,USA,RATED,5.8,93,Emma Roberts|Kiernan Shipka|Lucy Boynton|James Remar|Lauren Holly|Greg Ellwand|Elana Krausz|Heather Tod Mitchell|Peter James Haworth|Emma Holzer|Peter J. Gray|Matthew Stefiuk|Rose Gagnon|Ronda Louis-Jeune|Cameron Preyde,English,1286
Cold Skin (2017), Adventure| Horror| Sci-Fi| Thriller,09/07/1905,USA,RATED,5.9,108,Ray Stevenson|David Oakes|Aura Garrido|Winslow Iwaki|John Benfield|Ben Temple|Iván González|Alejandro Rod|Julien Blaschke|Damián Montesdeoca|Israel Bodero|Roberto Rincón,English,671
Hell House LLC (2015), Horror| Mystery| Thriller,16/10/2015,USA,RATED,6.4,93,Gore Abrams|Alice Bahlke|Danny Bellini|Theodore Bouloukos|Natalie Gee|Jared Hacker|Phil Hess|Ryan Jennifer Jones|Lauren A. Kennedy|Jeb Kreager|Miranda Robbins|Adam Schneider|Kristin Michelle Taylor,English,894
Life (2017), Horror| Sci-Fi| Thriller,24/03/2017,USA,RATED,6.6,104,Hiroyuki Sanada|Ryan Reynolds|Rebecca Ferguson|Jake Gyllenhaal|Olga Dykhovichnaya|Ariyon Bakare|Jesus Del Orden|Allen McLean|Leila Grace|Mari Gvelesiani|David Muir|Elizabeth Vargas|Camiel Warren-Taylor|Haruka Kuroda|Naoko Mori,English,1237
The Witch (2015), Horror| Mystery,19/02/2016,USA,RATED,6.8,92,Anya Taylor-Joy|Ralph Ineson|Kate Dickie|Harvey Scrimshaw|Ellie Grainger|Lucas Dawson|Julian Richings|Bathsheba Garnett|Sarah Stephens|Daniel Chaudhry|Axtun Henry Dube|Athan Conrad Dube|Viv Moore|Karen Kaeja|Brandy Leary,English,1119
Twin Peaks: The Missing Pieces (2014), Drama| Horror| Mystery| Romance| Thriller,01/08/2014,Brazil,RATED,7.9,91,Chris Isaak|Kiefer Sutherland|C.H. Evans|Sandra Kinder|Rick Aiello|Elizabeth McCarthy|Steven Beard|Gary Bullock|Kyle MacLachlan|David Bowie|Hirsh Diamant|Stefano Loverso|Jeannie Bonser|Alex Samorano|Michael J. Anderson,English,486
Cabin 28 (2017), Horror,01/08/2017,USA,NOT RATED,3.7,83,Terri Dwyer|Brendee Green|Harriet Rees|Lee Bane|Derek Nelson|Gareth Lawrence|Jason Homewood|Linny Bushey|Sean Rhys-James|Alexander Bradwell|Jevan White|Lucas Bradwell|Ryan Michaels,English,1132
Vampire Academy (2014), Action| Comedy| Fantasy| Horror| Mystery,07/02/2014,USA,RATED,5.6,104,Zoey Deutch|Lucy Fry|Danila Kozlovsky|Gabriel Byrne|Dominic Sherwood|Olga Kurylenko|Sarah Hyland|Cameron Monaghan|Sami Gayle|Ashley Charles|Claire Foy|Joely Richardson|Dominique Tipper|Edward Holcroft|Bronté Terrell,English,1288
"I, Frankenstein (2014)", Action| Fantasy| Horror| Sci-Fi| Thriller,24/01/2014,USA,RATED,5.1,92,Aaron Eckhart|Yvonne Strahovski|Miranda Otto|Bill Nighy|Jai Courtney|Socratis Otto|Aden Young|Caitlin Stasey|Mahesh Jadu|Steve Mouzakis|Nicholas Bell|Deniz Akdeniz|Chris Pang|Kevin Grevioux|Bruce Spence,English,1408
Circle (2015), Drama| Horror| Mystery| Sci-Fi| Thriller,16/10/2015,USA,NOT RATED,6.1,87,Allegra Masters|Aimee McKay|Ashley Key|Autumn Federici|Bill Lewis|Brent Stiefel|Cameron Cruz|Carter Jenkins|Cesar Garcia|Coley Speaks|Daniel Lench|Daniel Yelsky|David Reivers|David Saucedo|DeMaris Gordon,English,1134
Leatherface (2017), Horror| Thriller,14/09/2017,Italy,RATED,5.1,90,Stephen Dorff|Lili Taylor|Sam Strike|Vanessa Grasse|Finn Jones|Sam Coleman|Jessica Madsen|James Bloor|Christopher Adamson|Dimo Alexiev|Nathan Cooper|Dejan Angelov|Boris Kabakchiev|Lorina Kamburova|Hristo Milev,English,353
Demonic (2015), Horror| Thriller,10/10/2017,USA,RATED,5.3,83,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Scott Mechlowicz|Megan Park|Aaron Yoo|Alex Goode|Terence Rosemore|Jesse Steccato|Meyer DeLeeuw|Griff Furst|Thomas Francis Murphy|Ashton Leigh|Katarina Boudreaux,English,282
The Belko Experiment (2016), Action| Horror| Thriller,17/03/2017,USA,RATED,6.1,89,John Gallagher Jr.|Tony Goldwyn|Adria Arjona|John C. McGinley|Melonie Diaz|Owain Yeoman|Sean Gunn|Brent Sexton|Josh Brener|David Dastmalchian|David Del Rio|Gregg Henry|Michael Rooker|Rusty Schwimmer|Gail Bean,English,1676
The Babysitter (2017), Comedy| Horror,13/10/2017,USA,RATED,6.4,85,Judah Lewis|Samara Weaving|Robbie Amell|Hana Mae Lee|Bella Thorne|Emily Alyn Lind|Andrew Bachelor|Doug Haley|Leslie Bibb|Ken Marino|Samuel Gilbert|Zachary Alexander Rice|Doc Duhame|Jean Claude Leuyer|Miles J. Harvey,English,705
Jackals (2017), Horror| Thriller,11/08/2017,USA,NOT RATED,4.7,85,Deborah Kara Unger|Stephen Dorff|Johnathon Schaech|Jason Scott Jenkins|Alyssa Julya Smith|Nick Roux|Chelsea Ricketts|Ben Sullivan|Cassie Hernandez|Alex Kingi|Carol Abney|Alex Castillo,English,1917
The Darkness (2016), Horror| Thriller,13/05/2016,USA,RATED,4.4,92,Kevin Bacon|Radha Mitchell|David Mazouz|Lucy Fry|Matt Walsh|Jennifer Morrison|Parker Mack|Paul Reiser|Ming-Na Wen|Trian Long Smith|Tara Lynne Barr|Krista Marie Yu|Christopher Darga|Judith McConnell|Ilza Rosario,English,732
The Cabin in the Woods (2012), Horror,13/04/2012,USA,RATED,7,95,Kristen Connolly|Chris Hemsworth|Anna Hutchison|Fran Kranz|Jesse Williams|Richard Jenkins|Bradley Whitford|Brian White|Amy Acker|Tim DeZarn|Tom Lenk|Dan Payne|Jodelle Ferland|Dan Shea|Maya Massar,English,1694
Texas Chainsaw 3D (2013), Horror| Thriller,04/01/2013,USA,RATED,4.8,92,Alexandra Daddario|Dan Yeager|Trey Songz|Scott Eastwood|Tania Raymonde|Shaun Sipos|Keram Malicki-Sánchez|James Macdonald|Thom Barry|Paul Rae|Richard Riehle|Bill Moseley|Gunnar Hansen|David Born|Sue Rock,English,800
The Conjuring (2013), Horror| Mystery| Thriller,19/07/2013,USA,RATED,7.5,112,Vera Farmiga|Patrick Wilson|Lili Taylor|Ron Livingston|Shanley Caswell|Hayley McFarland|Joey King|Mackenzie Foy|Kyla Deaver|Shannon Kook|John Brotherton|Sterling Jerins|Marion Guyot|Morganna Bridgers|Amy Tipton,English,1789
Charlie Charlie (2016), Horror,21/10/2016,USA,RATED,5.1,85,Gwendolynn Murphy|Bryan Massey|Todd Jenkins|Tom Zembrod|Abby Joy|Amanda Knapic|Cliff McClelland|Dillon Vineyard|Marissa Chibli|Mason Dauti|Cody Berry|Aaron Green|Charlie R Parker,English,67
See No Evil 2 (2014), Horror,21/10/2014,USA,RATED,4.8,90,Glenn Jacobs|Danielle Harris|Katharine Isabelle|Chelan Simmons|Kaj-Erik Eriksen|Greyston Holt|Lee Majdoub|Michael Eklund|Reese Alexander|Kelly-Ruth Mercier|Lynn Colliar|Nancy Amelia Bell|Christina Vidal|Samantha Noble|Steven Vidler,English,1152
Paranormal Activity: The Ghost Dimension (2015), Horror,23/10/2015,USA,RATED,4.6,88,Chris J. Murray|Brit Shaw|Ivy George|Dan Gill|Olivia Taylor Dudley|Chloe Csengery|Jessica Tyler Brown|Don McManus|Michael Krawic|Hallie Foote|Aiden Lovekamp|Cara Pifko|Mark Steger,English,1815
Dementia 13 (2017), Horror,06/10/2017,USA,RATED,6.1,83,Julia Campanelli|Channing Pickett|Steve Polites|Marianne Noscheze|Ben van Berkum|Ana Isabelle|Anthony Salvador Lewis|Donal Brophy|Leif Steinert|Roland Sands|Christian Ryan|Jay William Thomas|Leila Grace|Pat Malone,English,48
Shut In (2016), Drama| Horror| Thriller,11/11/2016,USA,RATED,4.7,91,Naomi Watts|Oliver Platt|Charlie Heaton|Jacob Tremblay|Clémentine Poidatz|Alex Braunstein|David Cubitt|Crystal Balint|Ellen David|Tim Post|Peter Outerbridge|Anton Chevrier|Thomas Macedo,English,736
Dark Skies (2013), Horror| Sci-Fi| Thriller,22/02/2013,USA,RATED,6.3,97,Keri Russell|Josh Hamilton|Dakota Goyo|Kadan Rockett|J.K. Simmons|L.J. Benet|Rich Hutchman|Myndy Crist|Annie Thurman|Jake Brennan|Ron Ostrow|Tom Costello|Marion Kerr|Alyvia Alyn Lind|Josh Stamberg,English,734
The Sand (2015), Horror| Sci-Fi,13/10/2015,USA,RATED,3.8,84,Brooke Butler|Cleo Berry|Cynthia Murell|Dean Geyer|Meagan Holder|Mitchel Musso|Hector David Jr.|Nikki Leigh|Bryan Boone|Jamie Kennedy|Adam Powell,English,1760
Krampus (2015), Comedy| Fantasy| Horror,04/12/2015,USA,RATED,6.2,98,Emjay Anthony|Adam Scott|Toni Collette|Stefania LaVie Owen|Krista Stadler|Conchata Ferrell|Allison Tolman|David Koechner|Maverick Flack|Queenie Samuel|Lolo Owen|Sage Hunefeld|Leith Towers|Curtis Vowell|Luke Hawker,English,1936
Wolves (2014), Action| Horror,28/08/2014,Belarus,RATED,5.3,91,Lucas Till|Stephen McHattie|John Pyper-Ferguson|Merritt Patterson|Jason Momoa|Janet-Laine Green|Melanie Scrofano|Adam Butcher|Philip Maurice Hayes|Brandon McGibbon|Miriam McDonald|Stephen Sparks|Jennifer Hale|Kaitlyn Leeb|Daniel Kelly,English,1219
The Wailing (2016), Drama| Fantasy| Horror| Mystery| Thriller,03/06/2016,USA,NOT RATED,7.5,156,Do-won Kwak|Jung-min Hwang|Jun Kunimura|Woo-hee Chun|Hwan-hee Kim|Jin Heo|So-yeon Jang|Do-yoon Kim|Kang-gook Son|Seong-yeon Park|Chang-gyu Kil|Bae-soo Jeon|Mi-nam Jeong|Gwi-hwa Choi|Seung-chul Baek,Korean,1328
The Visit (2015), Horror| Thriller,11/09/2015,USA,RATED,6.2,94,Olivia DeJonge|Ed Oxenbould|Deanna Dunagan|Peter McRobbie|Kathryn Hahn|Celia Keenan-Bolger|Samuel Stricklen|Patch Darragh|Jorge Cordova|Steve Annan|Benjamin Kanes|Ocean James|Seamus Moroney,English,1714
A Serbian Film (2010), Horror| Mystery| Thriller,21/01/2012,Japan,RATED,5.2,104,Srdjan 'Zika' Todorovic|Sergej Trifunovic|Jelena Gavrilovic|Slobodan Bestic|Katarina Zutic|Luka Mijatovic|Ana Sakic|Lena Bogdanovic|Miodrag Krcmarik|Nenad Herakovic|Carni Djeric|Andela Nenadovic|Tanja Divnic|Lidija Pletl|Marina Savic,Other,1084
Ludo (2015), Fantasy| Horror| Thriller,22/10/2015,USA,RATED,3.2,90,Kamalika Banerjee|Joyraj Bhattacharya|Soumendra Bhattacharya|Ananya Biswas|Ranodeep Bose|Murari Mukherjee|Rii|Subholina Sen|Tillotama Shome,Other,1334
The Possession (2012), Horror| Thriller,31/08/2012,USA,RATED,5.9,92,Jeffrey Dean Morgan|Kyra Sedgwick|Natasha Calis|Madison Davenport|Matisyahu|Grant Show|Rob LaBelle|Nana Gbewonyo|Anna Hagan|Brenda Crichlow|Jay Brazeau|Iris Quinn|Graeme Duffy|David Hovan|Chris Shields,English,371
Flatliners (2017), Drama| Horror| Sci-Fi| Thriller,29/09/2017,USA,RATED,5,110,Ellen Page|Diego Luna|Nina Dobrev|James Norton|Kiersey Clemons|Kiefer Sutherland|Madison Brydges|Jacob Soley|Anna Arden|Miguel Anthony|Jenny Raven|Beau Mirchoff|Charlotte McKinney|Wendy Raquel Robinson|Steve Byers,English,1082
Blair Witch (2016), Horror| Thriller,16/09/2016,USA,RATED,5,89,James Allen McCune|Callie Hernandez|Corbin Reid|Brandon Scott|Wes Robinson|Valorie Curry,English,1438
Gerald's Game (2017), Horror| Thriller,29/09/2017,USA,RATED,6.8,103,Carla Gugino|Carel Struycken|Bruce Greenwood|Henry Thomas|Chiara Aurelia|Kate Siegel|Natalie Roers|Tom Glynn|Stu Cookson|Gwendolyn Mulamba|Ben Pronsky|Jon Arthur|Nikia Reynolds|Kimberly Battista|Michael Amstutz,English,911
The Void (2016), Horror| Mystery| Sci-Fi,07/04/2017,USA,NOT RATED,5.8,90,Aaron Poole|Kenneth Welsh|Daniel Fathers|Kathleen Munroe|Ellen Wong|Mik Byskov|Art Hindle|Stephanie Belding|James Millington|Evan Stern|Grace Munro|Matthew Kennedy|Trish Rainone|David Scott|Mackenzie Sawyer,English,1062
Patchwork (2015), Comedy| Horror,06/06/2017,USA,NOT RATED,5.9,86,Tory Stolper|Tracey Fairaway|Maria Blasucci|James Phelps|Craig Anstett|Seth Cassell|Sheldon Coolman|Braden Davis|Anthony DiMieri|Eric Edelstein|Camila Greenberg|Mark Hapka|Danny Jolles|Luke Lenza|Todd Lubitsch,English,1141
Mother! (2017), Drama| Horror| Mystery,15/09/2017,USA,RATED,7.1,121,Jennifer Lawrence|Javier Bardem|Ed Harris|Michelle Pfeiffer|Brian Gleeson|Domhnall Gleeson|Jovan Adepo|Amanda Chiu|Patricia Summersett|Eric Davis|Raphael Grosz-Harvey|Emily Hampshire|Abraham Aronofsky|Luis Oliva|Stephanie Ng Wan,English,1520
Residue (2017), Action| Horror| Thriller,18/07/2017,USA,RATED,5.4,82,James Clayton|Taylor Hickson|Matt Frewer|Elysia Rotaru|Alika Autran|Dan Payne|Costas Mandylor|William B. Davis|Blaine Anderson|Scotty Mac|Jason Burkart|Michael Matic|Linda Darlow|Thomas Potter|Paul Vigano,Other,462
Smiley (2012), Comedy| Horror,12/10/2012,USA,RATED,3.5,95,Caitlin Gerard|Melanie Papalia|Shane Dawson|Andrew James Allen|Liza Weil|Roger Bart|Keith David|Toby Turner|Michael Traynor|Jana Winternitz|Nikki Limo|Steve Greene|Richard Ryan|DeStorm Power|Jason Horton,English,722
Within (2016), Horror| Thriller,18/10/2016,USA,RATED,5.3,88,Michael Vartan|Erin Moriarty|Nadine Velazquez|Ronnie Gene Blevins|JoBeth Williams|Dorian Kingi|Blake Jenner|Misty Upham|Tom Wright|Steele Stebbins|Andrew Fiscella|Mr. Krinkles|Cheeto,English,1611
The Osiris Child (2016), Action| Adventure| Drama| Horror| Sci-Fi| Thriller,18/05/2017,Australia,NOT RATED,5.7,90,Kellan Lutz|Daniel MacPherson|Isabel Lucas|Luke Ford|Rachel Griffiths|Temuera Morrison|Bren Foster|Dwaine Stevenson|Teagan Croft|Grace Huang|Firass Dirani|Harry Pavlidis|Paul Winchester|Zoe Ventoura|Brendan Clearkin,English,392
Ghost Team One (2013), Comedy| Horror,20/01/2013,USA,RATED,4.5,84,Carlos Santos|J.R. Villarreal|Fernanda Romero|Tony Cavalero|Meghan Falcone|James Babson|Craig Stott|Scott MacArthur|Felicia Hom|Sarah Chapman|Maya Tremblay|Zach Loeb|Hicham Benkirane|Alice Gardin|Elizabeth Prestel,English,1492
Knock Knock (2015), Drama| Horror| Thriller,09/10/2015,USA,RATED,4.9,99,Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns|Ignacia Allamand|Dan Baily|Megan Baily|Colleen Camp|Antonio Quercia|Otto,English,247
Bite (2015), Horror,02/10/2015,USA,NOT RATED,4.9,88,Elma Begovic|Annette Wozniak|Denise Yuen|Jordan Gray|Lawrene Denkers|Barry Birnberg|Daniel Klimitz|Tianna Nori|Caroline Palmer|Justin Moses|MarieBeth Young|Christopher James|Alex MacPherson|Patrick Wuori|Sheelagh Daly,English,243
Eat Locals (2017), Action| Comedy| Horror,01/09/2017,UK,RATED,5.1,94,Charlie Cox|Mackenzie Crook|Tony Curran|Freema Agyeman|Dexter Fletcher|Eve Myles|Vincent Regan|Ruth Jones|Nick Moran|Nicholas Rowe|Annette Crosbie|Robert Portal|Jordan Long|Elly Fairman|Tine Stapelfeldt,Other,1213
The Taking of Deborah Logan (2014), Horror| Mystery| Thriller,21/10/2014,USA,RATED,6,90,Jill Larson|Anne Ramsay|Michelle Ang|Brett Gentile|Jeremy DeCarlos|Ryan Cutrona|Tonya Bludsworth|Anne Bedian|Randell Haynes|Jeffrey Woodard|Julianne Taylor|Dave Blamy|Melissa Lozoff|Bo Keister|Kevin A. Campbell,English,1041
The Ritual (2017), Horror,13/10/2017,UK,RATED,6.3,94,Rafe Spall|Robert James-Collier|Sam Troughton|Arsher Ali|Kerri McLean|Maria Erwolter|Paul Reid|Francesca Mula|Jacob James Beswick,English,677
Amnesiac (2014), Drama| Horror| Mystery| Thriller,12/11/2015,Kuwait,RATED,4.3,90,Kate Bosworth|Wes Bentley|Olivia Rose Keegan|Shashawnee Hall|Richard Riehle|Patrick Bauchau|Mia Barron|Adam Moryto,English,1245
The Devil's Toy Box (2017), Horror,16/01/2017,UK,RATED,4.2,96,Allen Kellogg|Meredith Kochan|Spencer Jay Kim|Ashley Bossard|Sean Manos|Larry Nehring|Greg Del Torto|Kylie Edison|Kristi Michelle Fox|Jason Klingensmith|Derek Koger|Brooke Morrison|Allen O'Reilly|David P. Thomas|Julie Tylicki,English,1659
XX (2017), Horror,17/02/2017,USA,RATED,4.6,80,Natalie Brown|Jonathan Watton|Peter DaCunha|Peyton Kennedy|Ron Lea|Michael Dyson|Melanie Lynskey|Seth Duhame|Sanai Victoria|Sheila Vand|Lindsay Burdge|Valeria Chavez|Jay Chirinos|Laura G. Chirinos|Brooklyn Hatrak,English,1042
The Divide (2011), Drama| Horror| Sci-Fi| Thriller,20/04/2012,UK,RATED,5.8,112,Lauren German|Michael Biehn|Milo Ventimiglia|Courtney B. Vance|Ashton Holmes|Rosanna Arquette|Iván González|Michael Eklund|Abbey Thickson|Jennifer Blanc-Biehn,English,1118
Only Lovers Left Alive (2013), Comedy| Drama| Horror| Romance,25/12/2013,Germany,RATED,7.3,123,Tilda Swinton|Tom Hiddleston|Anton Yelchin|Mia Wasikowska|Jeffrey Wright|Slimane Dazi|John Hurt|Carter Logan|Aurélie Thépaut|Ali Amine|Dave W.|Ego Sensation|Nick Name|Fouad El Achaari|Hawchi Mustapha,English,679
Lake Bodom (2016), Horror,18/05/2017,USA,RATED,5.2,85,Nelly Hirst-Gee|Mimosa Willamo|Mikael Gabriel|Santeri Helinheimo Mäntylä|Pirjo Moilanen|Ilkka Heiskanen|Sami Eerola|Otso Ahosola|Ville Saksela|Iiris Kankkunen|Tommi Korpela|Jarkko Niemi,Other,890
Phantasm: Ravager (2016), Action| Fantasy| Horror,07/10/2016,USA,NOT RATED,5.1,85,A. Michael Baldwin|Reggie Bannister|Dawn Cody|Gloria Lynne Henry|Stephen Jutras|Kathy Lester|Bill Thornbury|Daniel Roebuck|Daniel Schweiger|Cean Okada|Jon Johannessen|Joe Jefferson|Kenneth V. Jones|Cesare Gagliardoni|Kathleen Hartman,English,1329
Tyler Perry's Boo 2! A Madea Halloween (2017), Comedy| Horror,20/10/2017,USA,RATED,3,101,Tyler Perry|Cassi Davis|Patrice Lovely|Yousef Erakat|Diamond White|Lexy Panterra|Andre Hall|Brock O'Hurn|Tito Ortiz|Taja V. Simpson|Inanna Sarkis|Hannah Stocking|Mike Tornabene|Jc Caylen|Akende Munalula,English,694
